RANKING,NIT,RAZON_SOCIAL,CODIGO_DEPARTAMENTO,DEPARTAMENTO,CODIGO_MUNICIPIO,MUNICIPIO,CIIU,DESCRIPCION_CIIU,AÑOS_EMPRESA,ACTIVOS_2023,PASIVOS_2023,PATRIMONIO_2023,INGRESOS_OPERACIONALES_2023,UTILIDAD_2023,ACTIVOS_2022,PASIVOS_2022,PATRIMONIO_2022,INGRESOS_OPERACIONALES_2022,UTILIDAD_2022,DIRECCION,TELEFONO,CELULAR,EMAIL,SUPERVISOR
65,900268747,PAREX RESOURCES (COLOMBIA) AG SUCURSAL,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",0610,Extracción de petróleo crudo,14.86652977412731,10231137419000.0,6446421702000.0,3784715717000.0,2832171158000.0,1331825724000.0,11624821895000.0,5533759582000.0,6091062313000.0,5495699968000.0,2492185999000.0,CL 113 7 21 T A OF 611,6291716,3228546605,notificacionesjudiciales@parexresources.com,SUPERSOCIEDADES
66,890301884,COLOMBINA S A,76,VALLE DEL CAUCA,76895,ZARZAL,1082,"Elaboración de cacao, chocolate y productos de confitería",,2206571000000.0,1719103000000.0,487468000000.0,2828890000000.0,129884000000.0,2255523879000.0,1715362690000.0,540161189000.0,2489670121000.0,156090422000.0,,,,,SUPERFINANCIERA
67,860025792,RENAULT SOCIEDAD DE FABRICACION DE AUTOMOTORES S.A.S  ,05,ANTIOQUIA,05266,ENVIGADO,2910,Fabricación de vehículos automotores y sus motores,54.496919917864474,982259973000.0,936092075000.0,46167898000.0,2819180123000.0,-82518301000.0,1041193360000.0,653653161000.0,387540199000.0,3730969856000.0,190948627000.0,Cl 49 No 39 sur 100,6042760022,6042760022,notificaciones.sofasa@renault.com,SUPERSOCIEDADES
68,900092385,UNE EPM TELECOMUNICACIONES S.A.,05,ANTIOQUIA,05001,MEDELLÍN,6110,Actividades de telecomunicaciones alámbricas,,4958406000000.0,4599674000000.0,358732000000.0,2792985000000.0,-1144769000000.0,5301696654000.0,4744155334000.0,557541320000.0,2757685851000.0,-473812174000.0,,,,,SUPERFINANCIERA
69,860072134,HOCOL S.A.,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",0610,Extracción de petróleo crudo,44.20260095824778,4502750496000.0,1770393592000.0,2732356904000.0,2785373768000.0,257851409000.0,4865966987000.0,2060906808000.0,2805060179000.0,3248311552000.0,534625048000.0,CR 7 113 43 PI 17,4884000,3164673549,GESTION.FINANCIERA@HCL.COM.CO,SUPERSOCIEDADES
70,901021565,EMSSANAR ENTIDAD PROMOTORA DE SALUD S.A.S,52,NARIÑO,52001,PASTO,8699,Otras actividades de atención de la salud humana,,229665520000.0,2133689087000.0,-1904023567000.0,2770596226000.0,-448952235000.0,358831399000.0,1815108592000.0,-1456277193000.0,2529616343000.0,-417151680000.0,,,,,SUPERSALUD
71,800059470,ESENTTIA S.A.,13,BOLÍVAR,13001,CARTAGENA DE INDIAS,2013,Fabricación de plásticos en formas primarias,34.789869952087614,3040910241000.0,466027054000.0,2574883187000.0,2753078609000.0,199483277000.0,3674255928000.0,631475990000.0,3042779938000.0,3701298944000.0,249491886000.0,MAMONAL KM 8,6688700,3205492602,notificaciones@esenttia.co,SUPERSOCIEDADES
72,890112475, CI ENERGIA SOLAR SAS ESWINDOWS,08,ATLÁNTICO,08001,BARRANQUILLA,2511,Fabricación de productos metálicos para uso estructural,40.81587953456537,1681838941000.0,662176155000.0,1019662786000.0,2736501987000.0,260578851000.0,1610238744000.0,850245778000.0,759992966000.0,2468854784000.0,366760895000.0,"AV. CIRCUNVALAR A 100 MTS. DE LA VIA 40, BRR LAS FLORES",3664642,3205791640,notificaciones@energiasolarsa.com,SUPERSOCIEDADES
73,901210452,TERPEL EXPORTACIONES C.I. S.A.S,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",4731,Comercio al por menor de combustible para automotores,5.746748802190281,205383456000.0,173352795000.0,32030661000.0,2701469298000.0,1083372000.0,192385241000.0,161437952000.0,30947289000.0,2273376512000.0,19264300000.0,Cr 7 No. 75 - 51,3267878,3174026490,infoterpel@terpel.com,SUPERSOCIEDADES
74,830114921,COLOMBIA MOVIL S A E S P,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",6120,Actividades de telecomunicaciones inalámbricas,20.933607118412045,5537445381000.0,5487849437000.0,49595944000.0,2695937154000.0,-201933445000.0,4406575064000.0,4394549338000.0,12025726000.0,2618543360000.0,-254073217000.0,Calle 127A No.53A -45 Torre 2,4435000,3008890036,notificacionesjudiciales@tigo.com.co,SUPERSOCIEDADES
75,900604350,ALIANZA MEDELLIN ANTIOQUIA EPS S.A.S. 'SAVIA SALUD EPS',05,ANTIOQUIA,05001,MEDELLÍN,8430,Actividades de planes de seguridad social de afiliación obligatoria,,183028642000.0,969763091000.0,-786734449000.0,2614164061000.0,-215916815000.0,218330000000.0,789147633000.0,-570817633000.0,2506208374000.0,-149579232000.0,,,,,SUPERSALUD
76,860031606,DIANA CORPORACION SAS,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",1051,Elaboración de productos de molinería,52.10403832991102,1316368665000.0,1010423339000.0,305945326000.0,2603130874000.0,-10849579000.0,1325500150000.0,1045017302000.0,280482848000.0,2426025472000.0,18541965000.0,CR 13 93 24,6231799,3118765069,corporativo.alimentos@grupodiana.co,SUPERSOCIEDADES
77,860078828,COMPAÑIA DE MEDICINA PREPAGADA COLSANITAS S A,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",8699,Otras actividades de atención de la salud humana,,1990060000000.0,1116210000000.0,873850000000.0,2596567000000.0,-2213468000.0,2062503223000.0,1073497298000.0,989005925000.0,2551538411000.0,128937574000.0,,,,,SUPERSALUD
78,890900291,SOLLA S.A.,05,ANTIOQUIA,05360,ITAGÜÍ,1090,Elaboración de alimentos preparados para animales,73.56605065023956,856616550000.0,477600564000.0,379015986000.0,2590885343000.0,72629512000.0,1028851652000.0,680160935000.0,348690717000.0,2662919168000.0,76012372000.0,Carrera 42 # 33 - 80,4448411,3107872661,sollaantioquia@solla.com,SUPERSOCIEDADES
79,899999094,"EMPRESA DE ACUEDUCTO, ALCANTARILLADO Y ASEO DE BOGOTÁ E.S.P",11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",3600,"Captación, tratamiento y distribución de agua",,10823525769000.0,5408944302000.0,5414581467000.0,2582303736000.0,280350044000.0,9609009721000.0,4150610388000.0,5458399333000.0,2337902184000.0,286983234000.0,,,,,SUPERSERVICIOS
80,860002304,GENERAL MOTORS - COLMOTORES S.A. ,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",2910,Fabricación de vehículos automotores y sus motores,67.33470225872689,1833379589000.0,1333934909000.0,499444680000.0,2571204435000.0,-183449456000.0,2130379597000.0,1402691226000.0,727688371000.0,3567659264000.0,70861223000.0,Calle 56 A Sur 36 A 09,7400111,3182432082,notificacionoficialgm@gm.com,SUPERSOCIEDADES
81,860004828,ALIMENTOS FINCA S.A.S.,05,ANTIOQUIA,05266,ENVIGADO,1090,Elaboración de alimentos preparados para animales,70.77070499657769,1085279350000.0,610654949000.0,474624401000.0,2569096328000.0,76971738000.0,1189963166000.0,755127259000.0,434835907000.0,2642031616000.0,64538839000.0,CARRERA 48 27A SUR 89,3787790,3105073453,finca@finca.co,SUPERSOCIEDADES
82,900323853,TELEPERFORMANCE COLOMBIA SAS,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",8220,Actividades de centros de llamadas (call center),14.116358658453114,1235413588000.0,470868926000.0,764544662000.0,2555695428000.0,95190624000.0,1420035245000.0,547433424000.0,872601821000.0,2625649664000.0,282006334000.0,AV CL 26 92 32 ED B P 2,4049080,3102877313,nicolas.gutierrez@teleperformance.com,SUPERSOCIEDADES
83,891304762,ITALCOL DE OCCIDENTE S.A.,76,VALLE DEL CAUCA,76520,PALMIRA,1090,Elaboración de alimentos preparados para animales,37.385352498288846,680512139000.0,284424724000.0,396087415000.0,2534177893000.0,96680151000.0,699715609000.0,368698741000.0,331016868000.0,2249239040000.0,69933790000.0,KM 11 RECTA PALMIRA CALI,3166944945,3166944945,esteliaruiz@italcol.com,SUPERSOCIEDADES
84,900943243,SURAMERICA COMERCIAL SAS,76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,4719,"Comercio al por menor en establecimientos no especializados, con surtido compuesto principalmente por productos diferentes de alimentos (víveres en general), bebidas (alcohólicas y no alcohólicas) y tabaco",7.874058863791923,1436539661000.0,857061690000.0,579477971000.0,2422498980000.0,74016294000.0,1291562418000.0,716050439000.0,575511979000.0,1704280704000.0,34349831000.0,AV 3N 57N 30,3876000,3104636184,LEGAL@CAMCO.COM.SV,SUPERSOCIEDADES
85,900736182,APPLE COLOMBIA SAS,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",4651,"Comercio al por mayor de computadores, equipo periférico y programas de informática",9.59069130732375,672910814000.0,525493032000.0,147417782000.0,2365711097000.0,129946934000.0,618645392000.0,601174544000.0,17470848000.0,2096698880000.0,639491000.0,Carrera 7 No 120-20 piso 3,5927700,3188218237,manuel_bernal@apple.com,SUPERSOCIEDADES
86,860069378,CERRO MATOSO S.A.,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",0723,Extracción de minerales de níquel,44.80492813141684,2495192000000.0,1401671000000.0,1093521000000.0,2322628000000.0,219997000000.0,3471109000000.0,1549977000000.0,1921132000000.0,3901787904000.0,1285113000000.0,Cll 113 No. 7-21 Torre A Ofc 509,6291570,3106280541,maria.o.castro@south32.net,SUPERSOCIEDADES
87,890300546,COLGATE PALMOLIVE COMPAÑIA,76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,2023,"Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador",80.92539356605064,919922581000.0,589577587000.0,330344994000.0,2321638960000.0,90936079000.0,995577008000.0,750350315000.0,245226693000.0,1994738304000.0,73025032000.0,KR 1 # 40 - 108,6024186000,3155759509,"eduardo_arizabaleta@colpal.com, COLCA_NOTIFICACIONES@colpal.com",SUPERSOCIEDADES
88,900166687,CONTINENTAL GOLD LIMITED SUCURSAL COLOMBIA,05,ANTIOQUIA,05001,MEDELLÍN,0722,Extracción de oro y otros metales preciosos,16.57221081451061,4338207958000.0,2257603009000.0,2080604949000.0,2282582458000.0,475673657000.0,5543603917000.0,3331440733000.0,2212163184000.0,1884376960000.0,134962904000.0,CARRERA 43A 1 - 50 SAN FERNANDO PLAZA,3233235888,3233235888,juridica@continentalgold.com,SUPERSOCIEDADES
89,900017447,FALABELLA DE COLOMBIA S.A.,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",4719,"Comercio al por menor en establecimientos no especializados, con surtido compuesto principalmente por productos diferentes de alimentos (víveres en general), bebidas (alcohólicas y no alcohólicas) y tabaco",18.847364818617386,1370632716000.0,1040866872000.0,329765844000.0,2241089430000.0,-21410957000.0,1449763177000.0,1118555082000.0,331208095000.0,2515224832000.0,46205407000.0,CALLE 99 #11 A 32 P 2,7420404,3222737252,contacto@falabella.com.co,SUPERSOCIEDADES
90,900232454,LINEA AEREA CARGUERA DE COLOMBIA S.A.,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",5111,Transporte aéreo nacional de pasajeros,,1854403909000.0,1452028957000.0,402374952000.0,2237972494000.0,-32650542000.0,3065233357000.0,2533186483000.0,532046874000.0,2157964704000.0,-41510513000.0,,,,,SUPERTRANSPORTE
91,890101691,GASES DEL CARIBE S.A. EMPRESA DE SERVICIOS PUBLICOS ,08,ATLÁNTICO,08001,BARRANQUILLA,3520,Producción de gas; distribución de combustibles gaseosos por tuberías,,2633538402000.0,2114918942000.0,518619460000.0,2232547309000.0,317043566000.0,2425491345000.0,1895639840000.0,529851505000.0,2272977206000.0,288217579000.0,,,,,SUPERSERVICIOS
92,890201881,AVSA SA,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",0145,Cría de aves de corral,54.60917180013689,1155151323000.0,468858701000.0,686292622000.0,2217141735000.0,80618545000.0,914322684000.0,298638183000.0,615684501000.0,2105463808000.0,165073725000.0,CRA 34 19A 69,6013693300,3162960346,notificaciones@avsasa.com,SUPERSOCIEDADES
93,819001667,PETROLEOS DEL MILENIO  S.A.S,08,ATLÁNTICO,08001,BARRANQUILLA,4661,"Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos",,843995845709.0,553611051928.0,290384793781.0,2210186881321.0,26026850179.0,679917339136.0,415559395534.0,264357943602.0,1449259843507.0002,6504074818.0,,,,,SUPERTRANSPORTE
94,860025900,ALPINA PRODUCTOS ALIMENTICIOS S.A.S BIC,25,CUNDINAMARCA,25758,SOPÓ,1040,Elaboración de productos lácteos,54.168377823408626,1536664368000.0,1298110665000.0,238553703000.0,2191222413000.0,93628205000.0,1581896347000.0,1337863091000.0,244033256000.0,2151432192000.0,100413856000.0,Cr 4 No 7 99,4238600,6014238600,notificaciones@alpina.com,SUPERSOCIEDADES
95,800197463,POLLOS EL BUCANERO S. A.,76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,1011,Procesamiento y conservación de carne y productos cárnicos,27.134839151266256,1840853850000.0,1203452702000.0,637401148000.0,2180209077000.0,-209912459000.0,1737609889000.0,1204903483000.0,532706406000.0,1961544448000.0,-185683055000.0,CL 35 NORTE #6A BIS 100,3205579131,3205579131,LFROMERO60@GMAIL.COM,SUPERSOCIEDADES
96,860004864,"SIERRACOL ENERGY ANDINA, LLC.",11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",0610,Extracción de petróleo crudo,67.94524298425736,3283703550000.0,1263056678000.0,2020646872000.0,2169521927000.0,744288345000.0,3635889739000.0,1491097924000.0,2144791815000.0,2023750400000.0,395585843000.0,CALLE 93 A No. 10-54 Edificio Torre Once 93,6013454155,6013454155,jennifer_linares@sierracol.com,SUPERSOCIEDADES
97,860006333,YARA COLOMBIA S.A.,13,BOLÍVAR,13001,CARTAGENA DE INDIAS,2012,Fabricación de abonos y compuestos inorgánicos nitrogenados,63.775496235455165,1547108168000.0,351301826000.0,1195806342000.0,2156522552000.0,163711417000.0,1692377570000.0,639454508000.0,1052923062000.0,2752448768000.0,379905207000.0,ZONA INDUSTRIAL DE MAMONAL KMT 11,6931200,3205439812,carolina.gomez@yara.com,SUPERSOCIEDADES
98,800116164,TERMINAL DE CONTENEDORES DE CARTAGENA S. A.,13,BOLÍVAR,13001,CARTAGENA DE INDIAS,5222,Actividades de puertos y servicios complementarios para el transporte acuático,,2549590543696.0,1211159196647.0,1338431347049.0,2151206198004.0002,787226603138.0,2194434187763.0,1116475462067.0,1077958725696.0001,2028912749070.0,448666261406.0,,,,,SUPERTRANSPORTE
99,900298372,CAPITAL SALUD EPSS S.A.S,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",8430,Actividades de planes de seguridad social de afiliación obligatoria,,468373022000.0,381897999000.0,86475023000.0,2128300879000.0,461154000.0,420197664000.0,394183795000.0,26013869000.0,1840371909000.0,643948000.0,,,,,SUPERSALUD
100,900667590,INTERCOLOMBIA S.A. E.S.P,05,ANTIOQUIA,05001,MEDELLÍN,3512,Transmisión de energía eléctrica,,455002720000.0,321892111000.0,133110609000.0,2117354172000.0,52374212000.0,357192093000.0,226566198000.0,130625895000.0,1930353135000.0,47480873000.0,,,,,SUPERSERVICIOS
101,890201230,ELECTRIFICADORA DE SANTANDER S.A. E.S.P.,68,SANTANDER,68001,BUCARAMANGA,3514,Comercialización de energía eléctrica,,2659161420000.0,1575939919000.0,1083221501000.0,2098322707000.0,220901523000.0,2561872778000.0,1557466458000.0,1004406320000.0,1711857833000.0,234347686000.0,,,,,SUPERSERVICIOS
102,860002130,NESTLE DE COLOMBIA S.A,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",1089,Elaboración de otros productos alimenticios n.c.p.,79.07186858316221,1333841160000.0,1262017357000.0,71823803000.0,2065475180000.0,46666321000.0,1286157966000.0,1072807931000.0,213350035000.0,2086758400000.0,172679882000.0,CALLE 93 15 73,5219000,5219000000,alejandro.lopez@co.nestle.com,SUPERSOCIEDADES
103,890903532,INDUSTRIA COLOMBIANA DE CAFE S.A.S.,05,ANTIOQUIA,05001,MEDELLÍN,1062,"Descafeinado, tostión y molienda del café",73.58247775496235,1808847661000.0,1182633986000.0,626213675000.0,2064835809000.0,-16934569000.0,2425810561000.0,1612489420000.0,813321141000.0,2048335232000.0,9703633000.0,CALLE 8 SUR # 50 - 67,2856600,6042856600,correspondenciasnch.domesa@serviciosnutresa.com,SUPERSOCIEDADES
104,900319753,PRICESMART COLOMBIA SAS,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",4711,"Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas (alcohólicas y no alcohólicas) o tabaco",14.179329226557153,1146489900000.0,698926716000.0,447563184000.0,2058408889000.0,-21065090000.0,1097734740000.0,620676977000.0,477057763000.0,1985548288000.0,2032160000.0,AV CALLE 26  71A - 16,7424114,3174333420,legalcolombia@pricesmart.com,SUPERSOCIEDADES
105,900134459,TRANSPORTADORA DE GAS INTERNACIONAL S.A. E.S.P.,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",4930,Transporte por tuberías,,10361345741000.0,6341519564000.0,4019826177000.0,2040492651000.0,667614473000.0,11500713954000.0,7379848909000.0,4120865045000.0,1737872435000.0,482221948000.0,,,,,SUPERSERVICIOS
106,860002523,CEMEX COLOMBIA S.A.,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",0811,"Extracción de piedra, arena, arcillas comunes, yeso y anhidrita",96.42436687200548,3043975008000.0,939597459000.0,2104377549000.0,2026063922000.0,46941517000.0,3184810696000.0,1086996613000.0,2097814083000.0,3124710388000.0,1342260715000.0,CL 99 9A 54 P 8,6039000,3117873470,correo.juridica@cemex.com,SUPERSOCIEDADES
107,900491889,MASSER S.A.S ,08,ATLÁNTICO,08001,BARRANQUILLA,4731,Comercio al por menor de combustible para automotores,11.953456536618754,105910488000.0,97956130000.0,7954358000.0,2019710523000.0,-3110054000.0,62223138000.0,51158726000.0,11064412000.0,1619591552000.0,59903000.0,Calle 94 No. 51B-43 of. 405 Ed.Buro 51,6053669530,3176484424,infomasser@masser.com.co,SUPERSOCIEDADES
108,890904224,C.I. UNIÓN DE BANANERO DE URABÁ S.A. - UNIBÁN,05,ANTIOQUIA,05001,MEDELLÍN,4631,Comercio al por mayor de productos alimenticios,57.927446954141,1120128251000.0,553638000000.0,566490251000.0,1976872000000.0,44616000000.0,1177819251000.0,598060000000.0,579759251000.0,1849074048000.0,-49780000000.0,cl 52 47-42 piso 15 ed. coltejer,5115540,3196260197,crestrepo@uniban.com.co,SUPERSOCIEDADES
109,800149384,CLINICA COLSANITAS SA,05,ANTIOQUIA,05001,MEDELLÍN,8610,"Actividades de hospitales y clínicas, con internación",,1434760000000.0,838392000000.0,596368000000.0,1974800659000.0,9692720000.0,1287217013000.0,731186445000.0,556030568000.0,1766228801000.0,71206972000.0,,,,,SUPERSALUD
110,860002518, UNILEVER ANDINA COLOMBIA LTDA,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",4645,"Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",81.50308008213553,1391335760000.0,767779504000.0,623556256000.0,1964605304000.0,82978147000.0,1415176046000.0,844229528000.0,570946518000.0,1934336256000.0,78489699000.0,"AVENIDA CARRERA 45 # 108 - 27 Torre 3, Piso 5 y 6",9503000,3058132207,Notificaciones.Judiciales@unilever.com,SUPERSOCIEDADES
111,890920304,PEPSICO ALIMENTOS COLOMBIA LTDA,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",1089,Elaboración de otros productos alimenticios n.c.p.,45.76317590691308,657791352000.0,382469576000.0,275321776000.0,1956126096000.0,32680622000.0,622597506000.0,382423954000.0,240173552000.0,1954285184000.0,59299201000.0,CALLE 110 # 9 - 25 PISO 4,5895111,3046577613,colombia.fritolay@pepsico.com,SUPERSOCIEDADES
112,830010738,C.I. SUNSHINE BOUQUET S.A.S,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",0125,Cultivo de flor de corte,28.227241615331966,1845924989000.0,1376988054000.0,468936935000.0,1950039561000.0,23930422000.0,1575864293000.0,1150486635000.0,425377658000.0,1612054784000.0,18445398000.0,KM 4 VIA SUBA A COTA,7452330,3125210585,morozco@sunshinebouquet.com,SUPERSOCIEDADES
113,800185295,MARILO SAS,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",4111,Construcción de edificios residenciales,30.92950034223135,4758842141000.0,3211813308000.0,1547028833000.0,1926105995000.0,30490365000.0,3932546837000.0,2615147806000.0,1317399031000.0,1202416768000.0,48975374000.0,CALLE 90 11A 27,6015803300,3153011510,notificacionesjudiciales@amarilo.com,SUPERSOCIEDADES
114,860041312,C.I. PRODECO S.A.,08,ATLÁNTICO,08001,BARRANQUILLA,4661,"Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos",49.30047912388775,1822621607000.0,460346783000.0,1362274824000.0,1925601225000.0,-169689242000.0,2366377530000.0,574956008000.0,1791421522000.0,2824894720000.0,979955627000.0,CR 53 No 106 - 280 PI 11 CE Buenavista,3855599,3215239154,notificacionjudicial@grupoprodeco.com.co,SUPERSOCIEDADES
115,900703240,MAZDA DE COLOMBIA S.A.S.,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",4511,Comercio de vehículos automotores nuevos,9.86173853524983,564605330000.0,254859619000.0,309745711000.0,1921230612000.0,95786386000.0,482601367000.0,244360267000.0,238241100000.0,1610788352000.0,48563550000.0,CRA 7 No 75 66 OFC 602,3073700,3017688308,contabilidad@mazda.co,SUPERSOCIEDADES
116,890900161,PRODUCTOS FAMILIA SA,05,ANTIOQUIA,05001,MEDELLÍN,1709,Fabricación de otros artículos de papel y cartón,64.99931553730322,3335266413000.0,774636301000.0,2560630112000.0,1919824441000.0,348731850000.0,3069800880000.0,601699709000.0,2468101171000.0,1914781312000.0,317959711000.0,CARRERA 50 8 SUR 117,3609500,6043609500,notificaciones@essity.com,SUPERSOCIEDADES
117,860053930,"SIERRACOL ENERGY ARAUCA, LLC. ",11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",0610,Extracción de petróleo crudo,54.94318959616701,1023779669000.0,772935675000.0,250843994000.0,1908763814000.0,608354065000.0,1098081108000.0,847068922000.0,251012186000.0,2279398912000.0,969114420000.0,CALLE 93 A No. 10-54 Edificio Torre Once 93,6013454155,6013454155,jennifer_linares@sierracol.com,SUPERSOCIEDADES
118,891100445,ORF S.A,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",1051,Elaboración de productos de molinería,55.20602327173169,1525442278000.0,836360697000.0,689081581000.0,1873187625000.0,996262000.0,1512586780000.0,812220431000.0,700366349000.0,1842600576000.0,103461043000.0,CRA 10 N 97A-13 PISO 4 TORRE B,6449420,3168341315,impuestos@orf.com.co,SUPERSOCIEDADES
